X,Y,Z
437345.6466,87053.4560,1.0000
437347.7537,87055.6377,1.0000
437350.0865,87057.5813,1.0000
437360.9944,87063.7001,1.0000
437372.8367,87068.8158,1.0000
437375.7889,87070.0038,1.0000
437378.7448,87071.0744,1.0000
437363.9451,87064.9975,1.0000
437366.9171,87066.2747,1.0000
437369.8816,87067.5572,1.0000
437424.7390,87073.7148,1.0000
437475.8459,87095.2911,1.0000
437478.1827,87097.3758,1.0000
437480.4358,87099.5493,1.0000
437468.3882,87089.6003,1.0000
437470.9443,87091.3992,1.0000
437473.4316,87093.2975,1.0000
437482.5961,87101.8117,1.0000
437490.1260,87111.7560,1.0000
437491.6848,87114.4671,1.0000
437493.1061,87117.2623,1.0000
437484.6544,87104.1633,1.0000
437486.6016,87106.6044,1.0000
437488.4286,87109.1352,1.0000
437465.7675,87087.9052,1.0000
437436.9618,87076.5972,1.0000
437439.9885,87077.3805,1.0000
437442.9947,87078.2112,1.0000
437427.8037,87074.4165,1.0000
437430.8649,87075.1268,1.0000
437433.9192,87075.8499,1.0000
437445.9759,87079.1011,1.0000
437457.5607,87083.4845,1.0000
437460.3495,87084.8430,1.0000
437463.0865,87086.3180,1.0000
437448.9276,87080.0618,1.0000
437451.8452,87081.1048,1.0000
437454.7245,87082.2418,1.0000
437343.7814,87051.0243,1.0000
437259.9165,87012.8188,1.0000
437262.2483,87010.6805,1.0000
437264.5492,87008.4851,1.0000
437252.6043,87018.6643,1.0000
437255.1045,87016.8271,1.0000
437257.5386,87014.8731,1.0000
437266.8548,87006.3021,1.0000
437276.9465,86999.2987,1.0000
437279.8540,86998.3267,1.0000
437282.8972,86997.6832,1.0000
437269.2064,87004.2119,1.0000
437271.6450,87002.2947,1.0000
437274.2117,87000.6307,1.0000
437250.0280,87020.3684,1.0000
437221.6063,87032.8985,1.0000
437224.4357,87031.6089,1.0000
437227.2883,87030.3623,1.0000
437213.1487,87036.8267,1.0000
437215.9735,87035.5273,1.0000
437218.7891,87034.2113,1.0000
437230.1739,87029.1769,1.0000
437241.7908,87024.6017,1.0000
437244.6143,87023.3243,1.0000
437247.3656,87021.9231,1.0000
437233.0866,87028.0429,1.0000
437236.0070,87026.9259,1.0000
437238.9150,87025.7905,1.0000
437286.0365,86997.3331,1.0000
437332.3346,87022.0086,1.0000
437333.2107,87025.0603,1.0000
437334.0961,87028.0717,1.0000
437328.7572,87013.3960,1.0000
437330.2168,87016.0893,1.0000
437331.3729,87018.9892,1.0000
437335.0211,87031.0377,1.0000
437339.3474,87042.7252,1.0000
437340.6647,87045.6041,1.0000
437342.1317,87048.3887,1.0000
437335.9970,87033.9726,1.0000
437337.0352,87036.8909,1.0000
437338.1472,87039.8070,1.0000
437326.8956,87010.9901,1.0000
437298.7682,86998.1662,1.0000
437301.8323,86998.7814,1.0000
437304.8393,86999.5365,1.0000
437289.2325,86997.2412,1.0000
437292.4457,86997.3726,1.0000
437295.6366,86997.6920,1.0000
437307.7998,87000.4309,1.0000
437319.3644,87005.3936,1.0000
437322.1082,87007.0271,1.0000
437324.6491,87008.8798,1.0000
437310.7245,87001.4636,1.0000
437313.6242,87002.6338,1.0000
437316.5093,87003.9407,1.0000
437322.4113,87017.8382,1.5000
437500.4103,87194.7481,7.0000
437507.7461,87195.3316,7.0000
437515.6339,87192.7476,7.0000
437491.5483,87179.9597,7.0000
437493.3348,87185.5321,7.0000
437496.1223,87191.1760,7.0000
437519.3506,87187.5325,7.0000
437511.5594,87168.8864,7.0000
437408.0290,87151.1739,6.5000
437416.4482,87162.5761,6.5000
437521.0654,87181.6744,7.0000
437520.9936,87175.4590,7.0000
437517.7774,87171.1725,7.0000
437491.7626,87174.6014,7.0000
437172.6005,87039.6060,0.5000
437169.3526,87040.3099,0.5000
437166.1197,87041.0868,0.5000
437182.4457,87037.9866,0.5000
437179.1469,87038.4439,0.5000
437175.8648,87038.9818,0.5000
437162.9004,87041.9301,0.5000
437505.3422,87167.8862,7.0000
437498.8381,87168.3150,7.0000
437492.7626,87171.7439,7.0000
437159.6934,87042.8331,0.5000
437156.4973,87043.7892,0.5000
437153.6302,87044.6913,0.5000
437430.5661,87171.2716,6.5000
437496.3131,87161.3160,6.5000
437483.1376,87160.5081,6.5000
437469.8687,87158.1112,6.5000
437524.3968,87168.7736,6.5000
437516.2854,87165.4058,6.5000
437507.0438,87162.8996,6.5000
437455.8537,87154.0095,6.5000
437417.7409,87140.3093,6.5000
437409.4275,87140.2561,6.5000
437405.9922,87143.5723,6.5000
437444.1192,87149.3653,6.5000
437436.9361,87145.2316,6.5000
437428.1327,87142.1741,6.5000
437527.4628,87172.4251,6.5000
437472.3311,87183.9816,6.5000
437478.8361,87186.6716,6.5000
437486.7476,87191.7529,6.5000
437440.4403,87177.3039,6.5000
437451.6561,87182.3616,6.5000
437463.2890,87183.9217,6.5000
437495.7267,87195.8869,6.5000
437528.5535,87184.3808,6.5000
437529.5393,87180.6175,6.5000
437529.3533,87176.9233,6.5000
437506.2780,87198.1243,6.5000
437516.2300,87196.3800,6.5000
437524.2910,87192.2647,6.5000
437185.7548,87037.5747,0.5000
437298.2964,86987.7031,0.5000
437294.9358,86987.4619,0.5000
437291.5628,86987.4350,0.5000
437308.1468,86989.6614,0.5000
437304.9135,86988.8089,0.5000
437301.6268,86988.1540,0.5000
437288.1954,86987.6272,0.5000
437275.1434,86990.6808,0.5000
437272.0728,86992.0326,0.5000
437269.1081,86993.6080,0.5000
437284.8518,86988.0431,0.5000
437281.5499,86988.6876,0.5000
437278.3078,86989.5653,0.5000
437311.3172,86990.7050,0.5000
437339.1147,87008.9565,0.5000
437336.6716,87006.6562,0.5000
437334.1346,87004.4537,0.5000
437345.7728,87016.4596,0.5000
437343.6760,87013.8566,0.5000
437341.4530,87011.3561,0.5000
437331.5143,87002.3474,0.5000
437320.3788,86994.8990,0.5000
437317.4344,86993.3373,0.5000
437314.4152,86991.9333,0.5000
437328.8215,87000.3357,0.5000
437326.0668,86998.4173,0.5000
437323.2543,86996.5988,0.5000
437266.2613,86995.3929,0.5000
437218.1019,87029.8788,0.5000
437214.9712,87031.0079,0.5000
437211.8157,87032.0773,0.5000
437227.3627,87026.1268,0.5000
437224.2958,87027.4389,0.5000
437221.2095,87028.6894,0.5000
437208.6344,87033.0828,0.5000
437195.6685,87036.2149,0.5000
437192.3736,87036.7286,0.5000
437189.0665,87037.1686,0.5000
437205.4282,87034.0124,0.5000
437202.1979,87034.8528,0.5000
437198.9443,87035.5913,0.5000
437230.4120,87024.7523,0.5000
437256.2703,87004.3324,0.5000
437254.0840,87006.8790,0.5000
437251.9213,87009.4347,0.5000
437263.5441,86997.3731,0.5000
437260.9685,86999.5347,0.5000
437258.5461,87001.8634,0.5000
437249.7162,87011.9310,0.5000
437239.3998,87020.1873,0.5000
437236.4547,87021.8046,0.5000
437233.4456,87023.3146,0.5000
437247.4031,87014.2993,0.5000
437244.9169,87016.4719,0.5000
437242.2357,87018.4229,0.5000
437094.7761,87121.3916,5.0000
437088.2021,87119.6638,5.0000
437079.6561,87119.8916,5.0000
437114.2160,87139.2475,5.0000
437112.3982,87130.6372,5.0000
437106.8061,87124.5516,5.0000
437071.3604,87122.2742,5.0000
437064.4161,87127.8116,5.0000
437063.5823,87129.4460,5.0000
437113.6343,87154.8105,5.0000
437754.5983,86991.8694,0.5000
437757.5068,86977.5951,0.5000
437768.1453,86969.9246,0.5000
437768.1453,87023.2825,0.5000
437766.3703,87020.4182,0.5000
437758.2169,87006.1438,0.5000
437782.5039,86969.3901,0.5000
437811.1468,87004.5661,0.5000
437103.3030,87166.3007,5.0000
437110.0885,87161.9401,5.0000
437791.3513,86977.5951,0.5000
437796.8626,86983.1764,0.5000
437806.0861,86991.8694,0.5000
437347.7328,87019.1667,0.5000
437196.7029,87072.9061,1.5000
437196.0024,87072.8173,1.5000
437194.5412,87072.4533,1.5000
437198.6012,87072.6983,1.5000
437198.0092,87072.8550,1.5000
437197.3741,87072.9215,1.5000
437193.0455,87071.8967,1.5000
437186.4081,87068.1817,1.5000
437184.0871,87066.7481,1.5000
437182.9264,87066.1050,1.5000
437191.5705,87071.2151,1.5000
437190.1686,87070.4741,1.5000
437188.8530,87069.7111,1.5000
437199.1433,87072.4429,1.5000
437201.1313,87063.5791,1.5000
437201.4219,87065.1066,1.5000
437201.5016,87066.7122,1.5000
437199.6085,87059.5233,1.5000
437200.1426,87060.8128,1.5000
437200.6777,87062.1561,1.5000
437201.3651,87068.3065,1.5000
437200.4319,87071.0856,1.5000
437200.0591,87071.6268,1.5000
437199.6296,87072.0831,1.5000
437201.2149,87069.0700,1.5000
437201.0095,87069.7955,1.5000
437200.7486,87070.4713,1.5000
437181.7407,87065.5311,1.5000
437635.0263,87138.0188,0.5000
437631.9954,87136.5244,0.5000
437629.0156,87134.9513,0.5000
437128.9521,87066.4110,1.5000
437127.4341,87066.7038,1.5000
437638.1568,87139.2805,0.5000
437626.0310,87133.4667,0.5000
437613.2189,87130.8619,0.5000
437609.8269,87130.9261,0.5000
437606.4188,87131.0816,0.5000
437622.9858,87132.2381,0.5000
437619.8295,87131.4163,0.5000
437616.5635,87130.9913,0.5000
437134.4956,87065.4540,1.5000
437176.5388,87064.0692,1.5000
437173.7219,87063.7387,1.5000
437170.8368,87063.5696,1.5000
437180.5114,87065.0413,1.5000
437179.2304,87064.6405,1.5000
437177.9039,87064.3197,1.5000
437167.9406,87063.4825,1.5000
437148.3358,87063.7545,1.5000
437145.5705,87063.9926,1.5000
437140.0355,87064.6328,1.5000
437162.2401,87063.3781,1.5000
437156.6417,87063.3906,1.5000
437151.0998,87063.5776,1.5000
437199.1577,87058.2616,1.5000
437285.2562,87006.5634,1.5000
437282.4529,87007.2411,1.5000
437279.6957,87008.0987,1.5000
437293.7564,87005.6836,1.5000
437290.9266,87005.7772,1.5000
437288.0870,87006.0729,1.5000
437277.0034,87009.1287,1.5000
437267.1385,87014.7393,1.5000
437264.8468,87016.3724,1.5000
437260.2994,87019.6426,1.5000
437274.3946,87010.3237,1.5000
437271.8870,87011.6756,1.5000
437269.4766,87013.1604,1.5000
437296.5578,87005.7996,1.5000
437319.0369,87013.8617,1.5000
437317.8295,87013.1074,1.5000
437316.5426,87012.4150,1.5000
437321.8315,87016.6778,1.5000
437321.0716,87015.6294,1.5000
437320.1293,87014.6962,1.5000
437315.2116,87011.7662,1.5000
437304.6578,87007.4281,1.5000
437302.0072,87006.6832,1.5000
437299.3119,87006.1325,1.5000
437312.5413,87010.5358,1.5000
437309.9049,87009.3836,1.5000
437307.2837,87008.3380,1.5000
437257.9920,87021.2003,1.5000
437203.6283,87046.9596,1.5000
437202.5789,87048.1039,1.5000
437201.6058,87049.3045,1.5000
437206.9991,87043.9635,1.5000
437205.8531,87044.8863,1.5000
437204.7274,87045.8839,1.5000
437200.7360,87050.5490,1.5000
437198.8247,87055.7214,1.5000
437198.8175,87056.3645,1.5000
437198.8728,87057.0016,1.5000
437199.9962,87051.8253,1.5000
437199.4132,87053.1210,1.5000
437199.0138,87054.4238,1.5000
437208.1641,87043.1091,1.5000
437248.0874,87026.2374,1.5000
437245.4642,87027.2461,1.5000
437234.8271,87031.0760,1.5000
437255.6277,87022.6535,1.5000
437253.1844,87023.9684,1.5000
437250.6659,87025.1540,1.5000
437229.5732,87033.1178,1.5000
437214.2223,87039.6269,1.5000
437211.7582,87040.8884,1.5000
437209.3466,87042.3162,1.5000
437224.3850,87035.2365,1.5000
437219.2619,87037.3885,1.5000
437216.7275,87038.4780,1.5000
437408.5156,87064.6569,0.5000
437407.6170,87064.5322,0.5000
437406.7885,87064.4302,0.5000
437411.8235,87065.1804,0.5000
437410.5999,87064.9798,0.5000
437409.5036,87064.8057,0.5000
437406.0113,87064.3497,0.5000
437403.0341,87064.2164,0.5000
437402.2353,87064.2155,0.5000
437401.3923,87064.2082,0.5000
437405.2662,87064.2893,0.5000
437404.5343,87064.2480,0.5000
437403.7964,87064.2243,0.5000
437413.1936,87065.4088,0.5000
437438.4623,87069.4229,0.5000
437435.0130,87068.8971,0.5000
437431.6599,87068.3837,0.5000
437448.4195,87070.8818,0.5000
437445.1220,87070.3571,0.5000
437441.8121,87069.8874,0.5000
437428.4819,87067.8928,0.5000
437418.3728,87066.2736,0.5000
437416.4492,87065.9541,0.5000
437414.7292,87065.6663,0.5000
437425.5553,87067.4344,0.5000
437422.9068,87067.0125,0.5000
437420.5190,87066.6259,0.5000
437400.4972,87064.1810,0.5000
437367.7060,87045.6956,0.5000
437365.1820,87043.3865,0.5000
437362.7829,87041.0295,0.5000
437375.6227,87052.2254,0.5000
437372.9828,87050.1522,0.5000
437370.3246,87047.9625,0.5000
437360.5243,87038.5955,0.5000
437352.9757,87027.7308,0.5000
437351.2830,87024.8427,0.5000
437349.5547,87021.9730,0.5000
437358.4217,87036.0549,0.5000
437356.4872,87033.3817,0.5000
437354.6911,87030.5921,0.5000
437378.1869,87054.1428,0.5000
437396.2428,87063.6024,0.5000
437394.9721,87063.2728,0.5000
437393.6030,87062.8423,0.5000
437399.5425,87064.1203,0.5000
437398.5203,87064.0126,0.5000
437397.4230,87063.8445,0.5000
437392.1279,87062.2973,0.5000
437385.0130,87058.7020,0.5000
437382.8920,87057.3819,0.5000
437380.6187,87055.8662,0.5000
437390.5391,87061.6242,0.5000
437388.8288,87060.8097,0.5000
437386.9893,87059.8401,0.5000
437451.6978,87071.4925,0.5000
437547.4207,87141.4246,0.5000
437544.0876,87141.5964,0.5000
437540.7561,87141.6015,0.5000
437557.3693,87140.0167,0.5000
437554.0674,87140.6239,0.5000
437550.7492,87141.0968,0.5000
437537.4320,87141.4291,0.5000
437524.3466,87138.8767,0.5000
437521.1638,87137.7628,0.5000
437518.0306,87136.4544,0.5000
437534.1219,87141.0725,0.5000
437530.8329,87140.5296,0.5000
437527.5721,87139.7984,0.5000
437560.6489,87139.2862,0.5000
437592.9841,87131.7539,0.5000
437589.6874,87132.0582,0.5000
437586.4162,87132.4844,0.5000
437603.0240,87131.2352,0.5000
437599.6529,87131.3762,0.5000
437596.3061,87131.5378,0.5000
437583.1711,87133.0654,0.5000
437570.3390,87136.5547,0.5000
437567.1285,87137.5208,0.5000
437563.9011,87138.4446,0.5000
437579.9486,87133.8015,0.5000
437576.7411,87134.6550,0.5000
437573.5405,87135.5861,0.5000
437514.9595,87134.9493,0.5000
437481.1600,87086.4878,0.5000
437478.7063,87084.2175,0.5000
437476.0997,87082.1100,0.5000
437487.5709,87094.1777,0.5000
437485.5893,87091.4806,0.5000
437483.4534,87088.9130,0.5000
437473.3564,87080.1692,0.5000
437461.3472,87074.1472,0.5000
437458.1689,87073.0953,0.5000
437454.9499,87072.2200,0.5000
437470.4929,87078.3989,0.5000
437467.5258,87076.8027,0.5000
437464.4717,87075.3842,0.5000
437489.4011,87096.9918,0.5000
437504.1972,87126.8677,0.5000
437502.1352,87124.3068,0.5000
437500.4023,87121.5286,0.5000
437511.9910,87133.2431,0.5000
437509.1747,87131.3308,0.5000
437506.5603,87129.2073,0.5000
437498.9361,87118.5741,0.5000
437494.0150,87106.0081,0.5000
437492.6200,87102.9197,0.5000
437491.0831,87099.9100,0.5000
437497.6503,87115.4940,0.5000
437496.4589,87112.3392,0.5000
437495.2757,87109.1604,0.5000
437456.4127,87146.9719,5.5000
437452.8651,87146.1863,5.5000
437449.4024,87144.4453,5.5000
437481.6731,87150.5412,5.5000
437475.0500,87149.2300,5.5000
437464.2870,87147.9785,5.5000
437446.7868,87140.9334,5.5000
437433.1619,87123.3605,5.5000
437430.2516,87120.6431,5.5000
437426.0430,87115.9835,5.5000
437443.8123,87136.3259,5.5000
437440.2411,87131.8391,5.5000
437437.3526,87127.9114,5.5000
437488.6720,87151.5058,5.5000
437542.4900,87167.5600,5.5000
437537.5150,87165.4150,5.5000
437533.1500,87164.1100,5.5000
437551.1216,87168.6737,5.5000
437548.3500,87169.1400,5.5000
437546.2100,87168.8250,5.5000
437525.8750,87162.1300,5.5000
437511.6009,87155.0748,5.5000
437506.4877,87153.6578,5.5000
437498.8315,87152.9060,5.5000
437522.6952,87161.2102,5.5000
437519.5158,87159.2898,5.5000
437515.3700,87156.8350,5.5000
437421.6606,87111.1314,5.5000
437379.1550,87115.7738,5.5000
437371.1626,87117.0989,5.5000
437364.3667,87117.2689,5.5000
437393.3021,87113.3953,5.5000
437389.0699,87113.5234,5.5000
437384.8641,87114.2876,5.5000
437356.0004,87116.6572,5.5000
437325.2038,87126.0988,5.5000
437318.4589,87138.7392,5.5000
437310.5260,87144.4428,5.5000
437349.9854,87116.4535,5.5000
437338.1650,87117.2301,5.5000
437329.8138,87120.4474,5.5000
437396.5948,87113.5652,5.5000
437413.5106,87105.4095,5.5000
437411.8751,87106.7685,5.5000
437410.3878,87108.2338,5.5000
437418.9694,87107.6604,5.5000
437417.2700,87105.6000,5.5000
437415.5067,87104.9852,5.5000
437409.0281,87109.9112,5.5000
437403.6297,87115.7102,5.5000
437401.3530,87115.6888,5.5000
437398.8677,87114.6692,5.5000
437407.7325,87112.4800,5.5000
437406.9044,87114.4546,5.5000
437405.9025,87115.4339,5.5000
437554.0800,87168.2000,5.5000
437417.5955,87102.6420,5.0000
437416.7324,87101.5225,5.0000
437413.9100,87100.8935,5.0000
437422.0732,87110.1954,5.0000
437420.2310,87108.2139,5.0000
437418.8778,87105.6957,5.0000
437411.6116,87101.8052,5.0000
437411.2377,87106.5941,5.0000
437410.6447,87107.4696,5.0000
437408.5371,87109.7512,5.0000
437411.4379,87102.8352,5.0000
437411.6296,87104.5415,5.0000
437411.6475,87105.6262,5.0000
437425.1081,87113.8827,5.0000
437465.0100,87147.0500,5.0000
437458.7450,87146.2450,5.0000
437455.7000,87145.0500,5.0000
437484.3482,87149.6724,5.0000
437478.2750,87148.7000,5.0000
437472.9000,87148.1250,5.0000
437452.7450,87144.3450,5.0000
437438.1700,87126.8300,5.0000
437433.8800,87122.1850,5.0000
437429.3215,87118.2348,5.0000
437449.3165,87142.2054,5.0000
437446.3657,87137.8781,5.0000
437442.5225,87132.5829,5.0000
437407.7656,87111.0754,5.0000
437523.2652,87214.7428,5.5000
437536.3919,87208.0051,5.5000
437544.5661,87202.5716,5.5000
437476.6306,87220.2465,5.5000
437495.8503,87220.4325,5.5000
437509.3129,87217.6384,5.5000
437551.5966,87194.8504,5.5000
437561.2424,87169.1030,5.5000
437557.6268,87167.6278,5.5000
437556.1550,87167.6400,5.5000
437556.0126,87187.6732,5.5000
437561.5115,87180.8456,5.5000
437562.7513,87174.8126,5.5000
437448.1815,87219.9712,5.5000
437400.8960,87114.9236,5.0000
437398.6042,87113.8017,5.0000
437395.8564,87113.0624,5.0000
437406.9261,87112.7985,5.0000
437405.7864,87114.8223,5.0000
437403.7600,87115.3609,5.0000
437382.9963,87113.3356,5.0000
437340.4992,87213.3773,5.5000
437387.4854,87216.8141,5.5000
437418.5199,87215.3041,5.5000
437307.5261,87194.1642,5.5000
437308.6403,87197.3174,5.5000
437317.5665,87208.0240,5.5000
437388.0501,87112.2688,4.5000
437384.2050,87112.5968,4.5000
437379.5176,87112.9053,4.5000
437399.1037,87113.3088,4.5000
437396.3502,87112.5029,4.5000
437392.5288,87112.5262,4.5000
437376.1069,87113.6924,4.5000
437359.9078,87113.7669,4.5000
437352.7833,87112.7925,4.5000
437345.3594,87111.8937,4.5000
437371.5337,87113.6924,4.5000
437365.5367,87113.8047,4.5000
437363.9248,87113.8419,4.5000
437401.1462,87114.0929,4.5000
437410.7202,87103.8325,4.5000
437410.8996,87106.4301,4.5000
437410.1244,87107.5878,4.5000
437412.2122,87100.0801,4.5000
437411.0809,87101.0227,4.5000
437410.9166,87102.2951,4.5000
437408.5182,87109.2046,4.5000
437405.4984,87114.0293,4.5000
437404.4134,87114.4764,4.5000
437403.1821,87114.6310,4.5000
437407.3879,87110.6724,4.5000
437406.7571,87112.0602,4.5000
437406.1367,87113.1453,4.5000
437337.5899,87111.3144,4.5000
437584.0800,87171.4300,4.0000
437581.3100,87169.9700,4.0000
437578.2200,87168.8300,4.0000
437065.5785,87118.6809,4.5000
437589.9700,87175.8800,4.0000
437587.2200,87173.8500,4.0000
437573.2900,87167.0000,4.0000
437558.1000,87164.3900,4.0000
437555.4400,87165.2400,4.0000
437553.0200,87166.2400,4.0000
437568.3550,87165.4750,4.0000
437563.8900,87164.6500,4.0000
437559.8600,87164.3000,4.0000
437081.1522,87113.0812,4.5000
437274.1233,87117.4363,4.5000
437249.8101,87120.3823,4.5000
437237.2852,87121.6095,4.5000
437331.1131,87111.1345,4.5000
437314.1530,87110.8085,4.5000
437294.9974,87113.9999,4.5000
437224.5158,87126.2737,4.5000
437132.6680,87113.7545,4.5000
437108.2132,87113.8862,4.5000
437091.7828,87112.2763,4.5000
437204.8692,87127.5009,4.5000
437183.0121,87123.0828,4.5000
437156.2438,87119.4004,4.5000
437413.9572,87099.4913,4.5000
437556.7514,87165.6294,4.5000
437552.8686,87166.9849,4.5000
437549.9696,87167.4052,4.5000
437567.4340,87165.8396,4.5000
437563.0393,87165.2557,4.5000
437559.0422,87164.9750,4.5000
437547.4220,87167.3819,4.5000
437525.8547,87160.0396,4.5000
437522.4657,87158.8247,4.5000
437520.3383,87157.2824,4.5000
437542.4806,87165.7203,4.5000
437538.2030,87163.8978,4.5000
437532.4231,87161.9789,4.5000
437571.6464,87167.1270,4.5000
437309.4127,87168.3696,5.5000
437310.8046,87174.9080,5.5000
437310.2475,87181.0289,5.5000
437304.4024,87148.8943,5.5000
437303.0105,87157.2407,5.5000
437306.6290,87163.2225,5.5000
437309.1162,87189.6442,5.5000
437582.9560,87171.7732,4.5000
437580.3035,87170.3164,4.5000
437575.9476,87168.5058,4.5000
437308.3353,87191.0598,5.5000
437589.8974,87177.0326,4.5000
437586.3894,87174.2352,4.5000
437516.2883,87155.3844,4.5000
437437.8511,87124.6047,4.5000
437434.6670,87121.5295,4.5000
437431.3385,87118.5011,4.5000
437446.7925,87135.4887,4.5000
437443.0871,87130.6606,4.5000
437440.2817,87127.2217,4.5000
437427.3366,87114.3517,4.5000
437419.2366,87104.2270,4.5000
437417.7749,87101.1171,4.5000
437416.0780,87100.0329,4.5000
437424.9608,87112.3647,4.5000
437423.0591,87109.9584,4.5000
437420.6077,87107.3195,4.5000
437450.0833,87139.3394,4.5000
437495.5265,87150.1245,4.5000
437488.4699,87149.3335,4.5000
437481.9998,87148.5484,4.5000
437512.5480,87153.4451,4.5000
437507.4763,87151.8561,4.5000
437501.1374,87150.7555,4.5000
437473.8781,87147.2749,4.5000
437455.2532,87144.0224,4.5000
437452.8594,87143.3119,4.5000
437451.7376,87142.1159,4.5000
437468.9414,87146.8263,4.5000
437461.8357,87145.7421,4.5000
437458.2078,87144.8820,4.5000
437494.2291,87151.1818,5.0000
437305.0303,87013.9638,2.0000
437297.4660,87012.8015,2.0000
437291.6094,87012.7042,2.0000
437316.2061,87031.0316,2.0000
437313.0461,87019.1216,2.0000
437312.3900,87017.0320,2.0000
437286.1968,87014.4030,2.0000
437241.2002,87031.6807,2.0000
437232.8660,87034.4995,2.0000
437226.5386,87036.6395,2.0000
437275.5029,87017.4280,2.0000
437262.4983,87025.1275,2.0000
437253.3577,87029.4885,2.0000
437316.1800,87035.0550,2.0000
437322.3511,87078.0966,2.0000
437316.9061,87072.4416,2.0000
437308.3831,87060.9015,2.0000
437330.4861,87091.0716,2.0000
437330.3461,87087.9516,2.0000
437328.5161,87084.6516,2.0000
437307.0900,87055.5500,2.0000
437305.2400,87042.4550,2.0000
437309.2711,87040.2416,2.0000
437313.3161,87037.9116,2.0000
437305.8861,87051.8416,2.0000
437303.9651,87045.8495,2.0000
437304.0861,87044.0616,2.0000
437222.5271,87039.8235,2.0000
437170.6997,87071.3823,2.0000
437158.0284,87071.7028,2.0000
437150.9709,87071.8632,2.0000
437191.5521,87077.9559,2.0000
437184.8147,87074.2681,2.0000
437177.1160,87072.6647,2.0000
437140.7057,87072.9852,2.0000
437334.0564,87137.3688,6.0000
437337.8401,87140.6626,6.0000
437351.4925,87145.7799,6.0000
437128.8362,87075.0696,2.0000
437118.8911,87078.5968,2.0000
437109.0372,87082.1627,2.0000
437203.2960,87086.1245,2.0000
437206.7521,87056.6227,2.0000
437208.0552,87060.6310,2.0000
437210.9626,87065.5415,2.0000
437214.8728,87044.3967,2.0000
437211.0627,87047.5031,2.0000
437207.2535,87052.4137,2.0000
437216.0759,87070.7527,2.0000
437224.3090,87091.7361,2.0000
437216.6094,87093.1790,2.0000
437208.9107,87090.9342,2.0000
437221.8907,87073.4587,2.0000
437225.8009,87077.4670,2.0000
437227.1956,87083.5591,2.0000
437330.8061,87092.1916,2.0000
437413.2896,87085.0293,2.0000
437408.1500,87080.7100,2.0000
437404.5192,87080.7761,2.0000
437427.3867,87104.4873,2.0000
437422.4528,87096.5081,2.0000
437417.2131,87089.2299,2.0000
437400.5861,87081.7616,2.0000
437408.3250,87091.4100,2.0000
437408.3961,87092.9216,2.0000
437407.3550,87094.8400,2.0000
437400.2761,87082.0816,2.0000
437401.4161,87083.3516,2.0000
437403.0495,87084.9563,2.0000
437435.3000,87112.7850,2.0000
437487.4900,87143.9250,2.0000
437480.0300,87143.8650,2.0000
437467.1718,87142.0583,2.0000
437517.7900,87148.3100,2.0000
437510.6100,87145.1050,2.0000
437492.5578,87143.0426,2.0000
437463.6412,87141.0879,2.0000
437452.2230,87130.2829,2.0000
437448.0191,87126.2468,2.0000
437441.6537,87119.6017,2.0000
437461.0189,87139.8815,2.0000
437459.2597,87138.3298,2.0000
437456.5563,87136.1495,2.0000
437407.6961,87097.9716,2.0000
437365.7061,87108.6616,2.0000
437363.4261,87107.4816,2.0000
437362.2200,87106.8500,2.0000
437372.9414,87104.3535,2.0000
437371.2761,87106.1416,2.0000
437370.2778,87108.3254,2.0000
437363.4961,87099.6016,2.0000
437339.7061,87093.0316,2.0000
437334.7661,87093.6616,2.0000
437332.1761,87093.2516,2.0000
437362.4800,87097.6200,2.0000
437344.9420,87088.4831,2.0000
437342.7761,87089.1016,2.0000
437375.4861,87104.7716,2.0000
437405.3661,87109.9216,2.0000
437403.3561,87111.1816,2.0000
437400.9661,87110.6216,2.0000
437408.7461,87101.5116,2.0000
437408.3961,87104.4516,2.0000
437407.4261,87106.8916,2.0000
437398.0584,87108.2035,2.0000
437385.4761,87106.9516,2.0000
437381.6800,87108.8200,2.0000
437378.7861,87107.6816,2.0000
437396.5661,87107.6274,2.0000
437393.8600,87106.8600,2.0000
437390.7823,87106.1846,2.0000
437216.6311,87157.5353,5.0000
437203.5161,87169.5885,5.0000
437198.4387,87179.3152,5.0000
437273.5500,87123.2800,5.0000
437250.9168,87128.5548,5.0000
437230.1701,87141.4650,5.0000
437193.6714,87188.4480,5.0000
437530.0819,87220.2226,5.0000
437536.8282,87215.0184,5.0000
437546.5050,87205.7100,5.0000
437192.0922,87203.8438,5.0000
437196.5775,87217.3401,5.0000
437521.2703,87229.0734,5.0000
437287.8622,87121.4124,5.0000
437354.3451,87118.2472,6.0000
437336.8836,87122.3545,6.0000
437333.5505,87127.2203,6.0000
437381.4996,87116.6597,6.0000
437376.0468,87118.5506,6.0000
437367.5253,87119.1997,6.0000
437332.5907,87129.3354,6.0000
437356.1628,87115.0344,5.0000
437344.1535,87113.4375,5.0000
437328.4861,87113.8666,5.0000
437332.5918,87132.6113,6.0000
437375.4270,87114.9803,5.0000
437365.3884,87115.3952,5.0000
437554.0900,87197.2300,5.0000
437548.1000,87168.3700,5.0000
437542.6500,87166.6500,5.0000
437538.0100,87164.6400,5.0000
437559.8750,87165.9800,5.0000
437555.5200,87167.0300,5.0000
437552.6300,87167.8000,5.0000
437533.5200,87163.2400,5.0000
437512.9150,87154.4800,5.0000
437506.3413,87152.6049,5.0000
